ticker,issuer,portfolio_pct,shares,value,reported_price,activity
OMF,OneMain Holdings,12.25,7739293,522789000.0,67.55,Reduce 0.71%
SNX,SYNNEX Corp.,11.13,3163239,475213000.0,150.23,Reduce 3.42%
ELV,Elevance Health Inc.,10.28,1251803,438820000.0,350.55,Reduce 31.74%
SLM,SLM Corp.,8.13,12831965,347233000.0,27.06,Add 10.06%
AN,AutoNation Inc.,7.51,1552741,320610000.0,206.48,Add 27.90%
MRP,Millrose Properties,6.02,8600224,256889000.0,29.87,Add 59.99%
LEN,Lennar Corp.,5.81,2411414,247893000.0,102.8,Add 20.24%
BLDR,Builders FirstSource Inc.,5.73,2379145,244790000.0,102.89,Add 31.78%
COF,Capital One Financial,5.73,1008862,244508000.0,242.36,Add 4.57%
MPLX,MPLX LP,5.59,4474115,238784000.0,53.37,Add 0.15%
RYAAY,Ryanair Holdings PLC,5.17,3056698,220663000.0,72.19,Reduce 25.16%
PRI,Primerica Inc.,4.72,780125,201553000.0,258.36,Add 3.60%
FNF,Fidelity National Financial Inc.,4.5,3519089,192107000.0,54.59,Add 0.85%
FG,F&G Annuities & Life Inc.,3.89,5377029,165881000.0,30.85,Add 3.03%
DHI,D.R. Horton,2.37,701822,101083000.0,144.03,Reduce 0.97%
AM,Antero Midstream Corp.,0.77,1847972,32875000.0,17.79,Reduce 0.93%
GOOGL,Alphabet Inc.,0.15,20258,6341000.0,313.01,Reduce 7.32%
HCA,HCA Healthcare Inc.,0.04,3923,1831000.0,466.73,
JPM,JPMorgan Chase & Co.,0.04,5643,1818000.0,322.17,
BAC,Bank of America Corp.,0.03,26532,1459000.0,54.99,
GOOG,Alphabet Inc. CL C,0.03,3790,1189000.0,313.72,
CMCSA,Comcast Corp.,0.02,31094,929000.0,29.88,
USB,U.S. Bancorp,0.02,15000,800000.0,53.33,
AMAT,Applied Materials,0.01,961,247000.0,257.02,Buy
AMZN,Amazon.com Inc.,0.01,1400,323000.0,230.71,
MA,Mastercard Inc.,0.01,422,241000.0,571.09,
MAR,Marriott Int'l.,0.01,1194,370000.0,309.88,
MCO,Moody's Corp.,0.01,471,241000.0,511.68,
META,Meta Platforms Inc.,0.01,338,223000.0,659.76,
MSFT,Microsoft Corp.,0.01,525,254000.0,483.81,
PGR,Progressive Corp.,0.01,1746,398000.0,227.95,
V,Visa Inc.,0.01,618,217000.0,351.13,
SPGI,S&P Global Inc.,0.0,401,210000.0,523.69,Buy
