ticker,issuer,portfolio_pct,shares,value,reported_price,activity
GOOGL,Alphabet Inc.,6.91,797098,284859000.0,357.37,Reduce 44.99%
MSFT,Microsoft Corp.,6.67,737144,274969000.0,373.02,Reduce 37.05%
AMZN,Amazon.com Inc.,6.09,1054136,251243000.0,238.34,Reduce 13.55%
AAPL,Apple Inc.,6.04,860969,249130000.0,289.36,Reduce 46.05%
NVDA,NVIDIA Corp.,5.81,1197487,239605000.0,200.09,Reduce 26.63%
KLAC,KLA Corp.,5.78,790391,238469000.0,301.71,Reduce 52.28%
SHW,Sherwin-Williams,4.5,539035,185601000.0,344.32,Reduce 13.93%
SYK,Stryker Corp.,4.5,589670,185652000.0,314.84,Reduce 15.32%
LLY,Eli Lilly & Co.,4.47,153735,184394000.0,1199.43,Reduce 33.35%
MA,Mastercard Inc.,4.33,347714,178586000.0,513.6,Reduce 29.17%
MRSH,Marsh,3.98,984904,164154000.0,166.67,Reduce 14.45%
AVGO,Broadcom Inc.,3.59,392082,148109000.0,377.75,Reduce 12.02%
WM,Waste Management Inc.,3.41,631052,140649000.0,222.88,Reduce 3.11%
PG,Procter & Gamble,3.06,860442,126175000.0,146.64,Reduce 13.73%
CDNS,Cadence Design Systems,2.81,308555,115807000.0,375.32,Reduce 39.00%
MSI,Motorola Solutions Inc.,2.81,278721,115750000.0,415.29,Add 64.45%
APH,Amphenol Corp.,2.63,614660,108377000.0,176.32,Add 172.74%
ABT,Abbott Labs,1.95,885262,80329000.0,90.74,Reduce 40.43%
VEEV,Veeva Systems Inc.,1.93,449489,79771000.0,177.47,Reduce 20.65%
TJX,TJX Companies Inc.,1.85,503180,76232000.0,151.5,Add 2072.63%
VRSK,Verisk Analytics Inc.,1.65,379127,68065000.0,179.53,Reduce 21.26%
META,Meta Platforms Inc.,1.49,109456,61656000.0,563.29,Reduce 67.92%
MCD,McDonald's Corp.,1.48,225570,60974000.0,270.31,Reduce 18.35%
EFX,Equifax Inc.,1.43,370551,58814000.0,158.72,Reduce 52.68%
CTAS,Cintas Corp.,1.38,333630,56744000.0,170.08,Buy
IDXX,IDEXX Laboratories,1.35,105709,55649000.0,526.44,Add 2861.04%
BR,Broadridge Financial Solutions,1.26,380126,52058000.0,136.95,Reduce 55.58%
CPRT,Copart Inc.,0.85,1243675,35059000.0,28.19,Reduce 22.44%
ADP,Automatic Data Processing Inc.,0.45,82492,18474000.0,223.95,Reduce 21.36%
ORCL,Oracle Corp.,0.42,118394,17351000.0,146.55,Reduce 1.98%
ECL,Ecolab Inc.,0.39,58436,16281000.0,278.61,Reduce 0.72%
JGRW,Jensen Quality Growth ETF,0.36,544862,14777000.0,27.12,Reduce 5.20%
WAT,Waters Corp.,0.35,38566,14464000.0,375.05,Reduce 0.52%
CL,Colgate-Palmolive,0.26,115229,10564000.0,91.68,Reduce 2.88%
EMR,Emerson Electric,0.26,73691,10549000.0,143.15,Reduce 1.07%
PEP,PepsiCo Inc.,0.26,79927,10822000.0,135.4,Reduce 1.73%
KO,Coca Cola Co.,0.22,111668,9075000.0,81.27,Add 0.02%
AON,Aon Plc,0.21,25789,8554000.0,331.69,Add 0.86%
TSM,Taiwan Semiconductor S.A.,0.18,15884,7586000.0,477.59,Reduce 3.31%
ADBE,Adobe Inc.,0.17,33545,6877000.0,205.01,Reduce 0.85%
ACN,Accenture,0.16,52235,6500000.0,124.44,Reduce 10.44%
CCK,Crown Holdings,0.14,52583,5880000.0,111.82,Reduce 7.59%
CLX,Clorox Co.,0.11,47805,4563000.0,95.45,Add 3.55%
LH,Labcorp Holdings Inc.,0.11,16050,4494000.0,280.0,Reduce 13.15%
MMM,3M Co.,0.11,27618,4472000.0,161.92,Reduce 0.04%
CTSH,Cognizant Technology Solutions,0.1,103867,4023000.0,38.73,Reduce 2.40%
EHC,Encompass Health Corp.,0.1,39260,3968000.0,101.07,Reduce 22.50%
GWW,W.W. Grainger Inc.,0.09,2732,3717000.0,1360.54,Reduce 12.99%
MSCI,MSCI Inc.,0.09,6410,3590000.0,560.06,Reduce 17.29%
ROST,Ross Stores Inc.,0.09,16872,3591000.0,212.84,Reduce 23.39%
TROW,T. Rowe Price Group,0.09,31950,3632000.0,113.68,
FFIV,F5 Networks,0.08,7470,3107000.0,415.93,Reduce 43.92%
KEYS,Keysight Technologies Inc.,0.08,9127,3195000.0,350.06,Reduce 46.19%
KR,Kroger Co.,0.08,62390,3465000.0,55.54,Reduce 5.85%
LEVI,Levi Strauss & Co.,0.08,128120,3181000.0,24.83,Reduce 8.12%
RTX,RTX Corp.,0.08,17586,3337000.0,189.75,Reduce 0.12%
ABBV,AbbVie Inc.,0.07,11064,2784000.0,251.63,Reduce 0.72%
CHD,Church & Dwight,0.07,31740,3075000.0,96.88,Reduce 8.13%
GNTX,Gentex Corp.,0.07,108470,2741000.0,25.27,Reduce 18.77%
NKE,NIKE Inc.,0.07,71344,2929000.0,41.05,Reduce 4.78%
TSCO,Tractor Supply,0.07,89840,2840000.0,31.61,Reduce 8.12%
G,Genpact Ltd.,0.05,73655,2026000.0,27.51,Reduce 20.79%
INTU,Intuit Inc.,0.05,7526,1964000.0,260.96,Reduce 92.73%
JNJ,Johnson & Johnson,0.05,8797,2234000.0,253.95,Reduce 9.93%
TTC,Toro Co.,0.05,21423,2087000.0,97.42,Reduce 8.11%
URI,United Rentals,0.05,1902,2155000.0,1133.02,Reduce 12.39%
APD,Air Products & Chemicals,0.04,5491,1610000.0,293.21,Reduce 28.64%
OMC,Omnicom Group,0.04,22054,1606000.0,72.82,
DCI,Donaldson Co.,0.03,13490,1211000.0,89.77,Reduce 41.93%
DOX,Amdocs Ltd.,0.03,21660,1095000.0,50.55,Add 21.55%
NDSN,Nordson Corp.,0.03,4360,1315000.0,301.61,Reduce 37.63%
BAH,Booz Allen Hamilton Hldg Corp.,0.02,12730,772000.0,60.64,Reduce 8.09%
FICO,Fair Isaac Corp.,0.02,740,884000.0,1194.59,Reduce 40.80%
LIN,Linde plc,0.02,1290,669000.0,518.6,
RACE,Ferrari NV,0.02,2682,998000.0,372.11,
BDX,Becton Dickinson,0.01,2040,309000.0,151.47,Reduce 4.67%
CPB,Campbell's Co.,0.01,21735,484000.0,22.27,Reduce 30.82%
GIS,General Mills,0.01,12546,437000.0,34.83,Reduce 29.69%
GPC,Genuine Parts,0.01,2674,315000.0,117.8,
HD,Home Depot,0.01,797,281000.0,352.57,Reduce 45.49%
MANH,Manhattan Associates,0.01,4060,565000.0,139.16,Reduce 8.14%
TXN,Texas Instruments,0.01,1247,372000.0,298.32,Reduce 10.86%
UNH,United Health Group Inc.,0.01,859,357000.0,415.6,Reduce 42.39%
