ticker,issuer,portfolio_pct,shares,value,reported_price,activity
MSFT,Microsoft Corp.,10.1,1326840,641686000.0,483.62,Reduce 12.68%
AAPL,Apple Inc.,8.46,1978272,537813000.0,271.86,Reduce 14.11%
GOOGL,Alphabet Inc.,7.55,1532213,479583000.0,313.0,Reduce 14.46%
NVDA,NVIDIA Corp.,6.61,2253736,420322000.0,186.5,Add 4.33%
MA,Mastercard Inc.,4.34,482740,275587000.0,570.88,Reduce 16.99%
LLY,Eli Lilly & Co.,4.22,249827,268484000.0,1074.68,Reduce 46.13%
AMZN,Amazon.com Inc.,4.12,1133670,261674000.0,230.82,Buy
SYK,Stryker Corp.,4.05,731545,257116000.0,351.47,Reduce 40.04%
META,Meta Platforms Inc.,3.8,366040,241619000.0,660.09,Reduce 8.47%
ABT,Abbott Labs,3.69,1873063,234676000.0,125.29,Reduce 22.26%
KLAC,KLA Corp.,3.62,189514,230275000.0,1215.08,Reduce 27.80%
WM,Waste Management Inc.,3.46,1000459,219811000.0,219.71,Reduce 7.93%
MRSH,Marsh,3.17,1084317,201162000.0,185.52,Reduce 54.94%
SHW,Sherwin-Williams,3.15,618261,200335000.0,324.03,Reduce 6.83%
PG,Procter & Gamble,2.89,1282207,183753000.0,143.31,Reduce 11.08%
INTU,Intuit Inc.,2.85,272978,180826000.0,662.42,Reduce 49.16%
EFX,Equifax Inc.,2.81,824439,178887000.0,216.98,Reduce 19.37%
BR,Broadridge Financial Solutions,2.7,769449,171718000.0,223.17,Reduce 30.04%
CDNS,Cadence Design Systems,2.61,529665,165563000.0,312.58,Reduce 14.60%
ADP,Automatic Data Processing Inc.,2.57,633763,163023000.0,257.23,Reduce 31.44%
MCD,McDonald's Corp.,2.13,443278,135479000.0,305.63,Reduce 11.52%
VRSK,Verisk Analytics Inc.,1.57,445596,99675000.0,223.69,Add 4.93%
CPRT,Copart Inc.,1.34,2168517,84897000.0,39.15,Reduce 58.80%
VEEV,Veeva Systems Inc.,1.08,308753,68923000.0,223.23,Reduce 25.28%
MSI,Motorola Solutions Inc.,1.06,175236,67171000.0,383.32,Buy
AVGO,Broadcom Inc.,0.97,178441,61758000.0,346.1,Buy
APH,Amphenol Corp.,0.49,230488,31148000.0,135.14,Reduce 73.49%
ORCL,Oracle Corp.,0.38,124373,24242000.0,194.91,Reduce 12.68%
ACN,Accenture,0.28,66424,17822000.0,268.31,Reduce 78.77%
ECL,Ecolab Inc.,0.25,59960,15741000.0,262.53,Reduce 10.49%
