ticker,issuer,portfolio_pct,shares,value,reported_price,activity
BRK.A,Berkshire Hathaway CL A,6.7,1114,800008000.0,718140.04,
GOOG,Alphabet Inc. CL C,6.61,2749860,788824000.0,286.86,
BRK.B,Berkshire Hathaway CL B,6.15,1531971,734120000.0,479.2,
BN,Brookfield Corp.,4.43,13073609,529089000.0,40.47,
DE,Deere & Co.,4.14,877900,494521000.0,563.3,
AMZN,Amazon.com Inc.,3.54,2030760,422946000.0,208.27,
ADI,Analog Devices,2.73,1023245,325535000.0,318.14,
AAPL,Apple Inc.,2.61,1227290,311474000.0,253.79,
GS,Goldman Sachs Group,2.55,359360,304015000.0,845.99,
V,Visa Inc.,2.54,1004331,303549000.0,302.24,Add 0.50%
HD,Home Depot,2.53,920000,302579000.0,328.89,
CAT,Caterpillar Inc.,1.95,328650,232835000.0,708.46,
BLK,BlackRock Inc.,1.77,220200,211769000.0,961.71,
WSO,Watsco Inc.,1.77,582169,211788000.0,363.79,Add 0.78%
MSFT,Microsoft Corp.,1.67,537630,199014000.0,370.17,Add 0.36%
DIS,Walt Disney Co.,1.64,2031665,195812000.0,96.38,
FNV,Franco Nevada Corp.,1.47,708500,175035000.0,247.05,Add 3.66%
LOW,Lowe's Cos.,1.46,738480,174488000.0,236.28,Add 0.54%
LPLA,LPL Financial Holdings Inc.,1.41,559951,168450000.0,300.83,
GOOGL,Alphabet Inc.,1.38,572000,164484000.0,287.56,
JNJ,Johnson & Johnson,1.25,610800,149304000.0,244.44,
PGR,Progressive Corp.,1.25,753750,149423000.0,198.24,
AXP,American Express,1.24,490450,148352000.0,302.48,Add 0.40%
META,Meta Platforms Inc.,1.19,248303,142062000.0,572.13,
BX,Blackstone Group,1.18,1229000,141323000.0,114.99,
TXN,Texas Instruments,1.18,724000,140557000.0,194.14,
RLI,RLI Corp.,1.14,2394544,136585000.0,57.04,
GD,General Dynamics,1.12,391000,134199000.0,343.22,
KKR,KKR & Co. L.P.,1.12,1451800,134292000.0,92.5,
MRSH,Marsh,1.11,763500,132429000.0,173.45,Add 0.23%
SCHW,Charles Schwab Corp.,1.09,1383800,130049000.0,93.98,Add 0.58%
APO,Apollo Global Management,0.94,1012500,112813000.0,111.42,
ADM,Archer-Daniels-Midland,0.92,1505800,109456000.0,72.69,
NVO,Novo Nordisk A S,0.88,2869774,105464000.0,36.75,
MA,Mastercard Inc.,0.87,207540,103699000.0,499.66,
DEO,Diageo ADR,0.86,1372208,102161000.0,74.45,Add 0.04%
DG,Dollar General,0.86,869250,103206000.0,118.73,
LIN,Linde plc,0.85,204600,101433000.0,495.76,Add 2.25%
BAM,Brookfield Asset Management,0.82,2193953,97521000.0,44.45,
MCO,Moody's Corp.,0.78,213890,93309000.0,436.25,
ITW,Illinois Tool Works,0.71,327500,85245000.0,260.29,
ODFL,Old Dominion Freight Line,0.7,429150,83856000.0,195.4,Add 1.78%
NSC,Norfolk Southern Corp.,0.68,282500,81078000.0,287.0,Add 3.29%
HEI.A,HEICO Corp. CL A,0.67,379644,80139000.0,211.09,
NVR,NVR Inc.,0.67,12087,79651000.0,6589.81,Add 0.67%
ROL,Rollins Inc.,0.67,1498025,80010000.0,53.41,Add 0.60%
MSCI,MSCI Inc.,0.64,142850,76998000.0,539.01,
JPM,JPMorgan Chase & Co.,0.62,252550,74290000.0,294.16,
ECL,Ecolab Inc.,0.61,274300,72969000.0,266.02,
CG,Carlyle Group,0.54,1327000,64213000.0,48.39,
SUNB,Sunbelt Rentals Holdings Inc,0.53,963361,62705000.0,65.09,Buy
TSN,Tyson Foods,0.48,889500,56991000.0,64.07,Add 0.57%
ROK,Rockwell Automation Inc.,0.47,154900,55590000.0,358.88,
SBUX,Starbucks Corp.,0.47,623818,55887000.0,89.59,
SPGI,S&P Global Inc.,0.42,117690,50058000.0,425.34,Reduce 21.90%
THG,Hanover Insurance Group,0.41,281000,48711000.0,173.35,
ITIC,Investors Title Co.,0.39,213300,46359000.0,217.34,
AON,Aon Plc,0.37,135800,43833000.0,322.78,Add 1.31%
RTX,RTX Corp.,0.36,224000,43209000.0,192.9,
COST,Costco Co.,0.33,39150,39010000.0,996.42,
FERG,Ferguson Enterprises Inc.,0.33,170700,39817000.0,233.26,Add 4.40%
HCA,HCA Healthcare Inc.,0.33,82430,39009000.0,473.24,Add 2.17%
LMT,Lockheed Martin Corp.,0.33,65213,39414000.0,604.39,Add 1.09%
YUM,Yum! Brands Inc.,0.32,245213,38126000.0,155.48,Add 8.29%
UNP,Union Pacific,0.31,150278,36460000.0,242.62,Add 6.37%
TMO,Thermo Fisher Scientific,0.28,67100,32982000.0,491.54,Add 6.85%
ALL,Allstate Corp.,0.27,154550,32044000.0,207.34,
HGTY,Hagerty Inc.,0.27,3108000,32727000.0,10.53,
ABNB,Airbnb Inc.,0.26,242389,30609000.0,126.28,Add 0.87%
ACN,Accenture,0.26,159400,31607000.0,198.29,
MAR,Marriott Int'l.,0.26,93750,30663000.0,327.07,Add 4.46%
FDS,FactSet Research Systems,0.25,135376,29375000.0,216.99,Add 11.08%
SHW,Sherwin-Williams,0.25,94172,30187000.0,320.55,
VRSK,Verisk Analytics Inc.,0.25,155950,29591000.0,189.75,
TROW,T. Rowe Price Group,0.24,314000,28303000.0,90.14,
CMCSA,Comcast Corp.,0.23,961880,27615000.0,28.71,
CSCO,Cisco Systems,0.23,355500,27583000.0,77.59,
LAMR,Lamar Advertising Co.,0.2,193000,24445000.0,126.66,Add 4.32%
NKE,NIKE Inc.,0.2,447400,23632000.0,52.82,
BF.A,Brown-Forman Corp. CL A,0.19,843000,22584000.0,26.79,
URI,United Rentals,0.19,31150,22695000.0,728.57,
APD,Air Products & Chemicals,0.18,75500,21932000.0,290.49,Add 5.59%
CCK,Crown Holdings,0.18,220000,22055000.0,100.25,Add 3.77%
