ticker,issuer,portfolio_pct,shares,value,reported_price,activity
GOOG,Alphabet Inc. CL C,12.07,3048077,1076977000.0,353.33,Reduce 9.02%
BRK.A,Berkshire Hathaway CL A,12.01,1432,1072353000.0,748849.86,Reduce 1.92%
PM,Philip Morris Intl.,9.18,4530846,819675000.0,180.91,Reduce 1.61%
MA,Mastercard Inc.,8.76,1522395,781902000.0,513.6,Reduce 2.11%
CFRHF,Compagnie Financiere Richemont SA,8.67,3345346,773662000.0,231.27,Reduce 2.96%
HKHHF,Heineken Holding NV,7.61,8905683,679640000.0,76.32,Reduce 2.15%
NSRGY,Nestle,6.11,5314898,545787000.0,102.69,Reduce 3.04%
BRK.B,Berkshire Hathaway CL B,6.05,1079364,540103000.0,500.39,Reduce 2.80%
SUNB,Sunbelt Rentals Holdings Inc,4.96,5916003,442542000.0,74.8,Reduce 2.49%
NFLX,Netflix Inc.,4.57,5710088,407700000.0,71.4,Add 1.77%
MLM,Martin Marietta,4.56,705367,406785000.0,576.7,Reduce 1.40%
UBER,Uber Technologies Inc.,4.11,5084015,366863000.0,72.16,Reduce 1.73%
ERFSF,Eurofins Scientific SE,3.6,4094034,320909000.0,78.38,Add 32.22%
DASH,DoorDash Inc.,2.45,1186104,218872000.0,184.53,Add 18.47%
PDRDF,Pernod Ricard,1.92,2351360,171675000.0,73.01,Reduce 5.17%
CMCSA,Comcast Corp.,0.6,2193660,53854000.0,24.55,Reduce 2.64%
BF.A,Brown-Forman Corp. CL A,0.49,1597815,43716000.0,27.36,Reduce 3.04%
V,Visa Inc.,0.34,87256,29937000.0,343.09,Reduce 6.99%
XOM,ExxonMobil Holdings Corp.,0.28,181200,24774000.0,136.72,Reduce 6.57%
BF.B,Brown-Forman Corp.,0.19,639282,17037000.0,26.65,Reduce 3.09%
BUDFF,Anheuser Busch Inbev SA NV,0.16,171294,14230000.0,83.07,Reduce 6.91%
MO,Altria Group Inc.,0.12,148603,10692000.0,71.95,Reduce 9.64%
CR,Crane Co,0.11,43937,9801000.0,223.07,Reduce 5.77%
JPM,JPMorgan Chase & Co.,0.09,24719,8091000.0,327.32,Reduce 83.39%
MKL,Markel Group Inc.,0.09,4265,8330000.0,1953.11,Reduce 13.91%
UNP,Union Pacific,0.08,25841,7029000.0,272.01,Reduce 6.50%
DOV,Dover Corp.,0.05,18851,4228000.0,224.29,Reduce 1.44%
COST,Costco Co.,0.04,3399,3180000.0,935.57,Reduce 26.49%
GOOGL,Alphabet Inc.,0.04,11114,3972000.0,357.39,Reduce 4.27%
ABBV,AbbVie Inc.,0.03,12410,3123000.0,251.65,
WRBY,Warby Parker Inc.,0.03,80000,2427000.0,30.34,
AKBLF,Alk Abello A s,0.02,53000,1980000.0,37.36,Add 6.00%
AXP,American Express,0.02,5125,1734000.0,338.34,Reduce 20.97%
COCXF,Lindt & Spruengli AG,0.02,15,1785000.0,119000.0,
DLG.MI,De'Longhi SPA,0.02,42700,1813000.0,42.46,Add 9.49%
FLMNF,Fielmann Group Ag,0.02,33000,1615000.0,48.94,
FLUIF,Fluidra SA,0.02,70000,1585000.0,22.64,
KNCRF,Konecranes Oyj,0.02,52500,1613000.0,30.72,
LEVI,Levi Strauss & Co.,0.02,83725,2079000.0,24.83,Add 1.21%
LRLCF,L'Oreal SA,0.02,3705,1625000.0,438.6,
LTSSF,Lotus Bakeries,0.02,115,1528000.0,13286.96,
MKC,McCormick & Co.,0.02,37981,1915000.0,50.42,Reduce 1.56%
RTLLF,Rational Ag,0.02,2200,1611000.0,732.27,
SSPPF,Ssp Group Plc,0.02,700000,1744000.0,2.49,
VMC,Vulcan Materials,0.02,7263,2143000.0,295.06,
WILLF,Demant A s,0.02,41000,1682000.0,41.02,
AAPL,Apple Inc.,0.01,4601,1331000.0,289.28,Reduce 3.16%
ABT,Abbott Labs,0.01,11510,1044000.0,90.7,
CABJF,Carlsberg A/S,0.01,10135,1328000.0,131.03,Add 2.66%
DVDCF,Davide Campari-Milano S.p.A.,0.01,195048,1215000.0,6.23,Reduce 3.45%
ECTXF,Electrolux Professional Ab B,0.01,230000,1006000.0,4.37,
FBLA,Fb Bancorp Inc,0.01,50000,753000.0,15.06,
FULT,Fulton Financial Corp.,0.01,44250,1070000.0,24.18,Reduce 9.60%
HINKF,Heineken NV,0.01,15131,1273000.0,84.13,
HMRZF,Hennes & Mauritz Ab B Shs,0.01,64000,1102000.0,17.22,
HRI,HERC Holdings Inc.,0.01,6450,925000.0,143.41,
HRL,Hormel Foods Corp.,0.01,18500,459000.0,24.81,Reduce 2.63%
JBTM,JBT Marel Corp.,0.01,7250,1051000.0,144.97,
KMROF,Kalmar Oyj B Share,0.01,27500,1208000.0,43.93,Add 1.85%
KO,Coca Cola Co.,0.01,12350,1004000.0,81.3,Reduce 5.18%
LAMR,Lamar Advertising Co.,0.01,5368,837000.0,155.92,
MSFT,Microsoft Corp.,0.01,3584,1337000.0,373.05,Add 1.13%
NSRGF,Nestle Sa Reg,0.01,11130,1146000.0,102.96,
PEP,PepsiCo Inc.,0.01,9115,1234000.0,135.38,Reduce 0.98%
PG,Procter & Gamble,0.01,6554,961000.0,146.63,Reduce 28.98%
PUIGF,Puig Brands SA B,0.01,68000,1254000.0,18.44,
SWZ,Swiss Helvetia Fund Inc.,0.01,97667,580000.0,5.94,
WFC,Wells Fargo,0.01,7451,616000.0,82.67,Add 0.01%
WMT,Walmart Inc.,0.01,8465,959000.0,113.29,Reduce 13.09%
YETI,YETI Holdings Inc.,0.01,24000,1189000.0,49.54,
ZLDSF,Zalando Se,0.01,28000,812000.0,29.0,
AMZN,Amazon.com Inc.,0.0,936,223000.0,238.25,Reduce 10.00%
CAT,Caterpillar Inc.,0.0,265,282000.0,1064.15,Reduce 41.11%
CIR.MI,Cir SPA,0.0,251250,200000.0,0.8,
CVX,Chevron Corp.,0.0,2470,409000.0,165.59,
DIS,Walt Disney Co.,0.0,2492,240000.0,96.31,Reduce 0.99%
JNJ,Johnson & Johnson,0.0,1112,282000.0,253.6,Reduce 14.72%
LTGIF,Lt Group Inc,0.0,1775000,432000.0,0.24,
MCD,McDonald's Corp.,0.0,947,256000.0,270.33,
MRK,Merck & Co.,0.0,1642,211000.0,128.5,Reduce 23.31%
ORCL,Oracle Corp.,0.0,2715,398000.0,146.59,Reduce 24.58%
OUT,Outfront Media Inc.,0.0,13588,445000.0,32.75,
PHJMF,Hanjaya Mandala Sampoerna,0.0,5000000,187000.0,0.04,
UNM,Unum Group,0.0,3485,312000.0,89.53,Reduce 8.29%
