ticker,issuer,portfolio_pct,shares,value,reported_price,activity
GE,GE Aerospace,29.85,47510431,13482035000.0,283.77,
V,Visa Inc.,20.39,30468133,9208689000.0,302.24,Add 9.90%
MCO,Moody's Corp.,13.84,14334027,6253219000.0,436.25,Add 7.71%
SPGI,S&P Global Inc.,13.22,14035310,5969779000.0,425.34,Add 19.04%
CP,Canadian Pacific Kansas City,8.1,46521923,3659638000.0,78.66,Reduce 2.38%
GOOG,Alphabet Inc. CL C,5.62,8854019,2539864000.0,286.86,Add 16.55%
FER,Ferrovial Se,2.94,20740214,1327928000.0,64.03,
CNI,Canadian Natl Railway Co.,2.24,9849934,1013208000.0,102.86,
MSFT,Microsoft Corp.,2.24,2728412,1009976000.0,370.17,Reduce 83.74%
GOOGL,Alphabet Inc.,1.56,2457000,706535000.0,287.56,Buy
