ticker,issuer,portfolio_pct,shares,value,reported_price,activity
MAR,Marriott Int'l.,7.02,2585757,958256000.0,370.59,Reduce 23.29%
SYK,Stryker Corp.,6.72,2913833,917391000.0,314.84,Reduce 4.82%
WAT,Waters Corp.,6.25,2273632,852703000.0,375.04,Reduce 29.22%
V,Visa Inc.,5.08,2019810,692977000.0,343.09,Reduce 34.93%
UBER,Uber Technologies Inc.,4.73,8943151,645338000.0,72.16,Buy
MA,Mastercard Inc.,4.69,1245051,639458000.0,513.6,Buy
GOOGL,Alphabet Inc.,4.64,1773354,633744000.0,357.37,Reduce 40.01%
CHD,Church & Dwight,4.58,6456634,625519000.0,96.88,Reduce 2.78%
PG,Procter & Gamble,4.38,4078371,598052000.0,146.64,Reduce 2.89%
MSFT,Microsoft Corp.,4.36,1596737,595615000.0,373.02,Reduce 23.22%
META,Meta Platforms Inc.,4.34,1051876,592511000.0,563.29,Reduce 20.40%
ADP,Automatic Data Processing Inc.,4.27,2601567,582621000.0,223.95,Reduce 32.52%
FTNT,Fortinet Inc.,4.09,3629938,557631000.0,153.62,Reduce 41.04%
TSM,Taiwan Semiconductor S.A.,4.02,1148449,548465000.0,477.57,Buy
IDXX,IDEXX Laboratories,3.93,1019887,536909000.0,526.44,Reduce 30.42%
TXN,Texas Instruments,3.93,1799182,536282000.0,298.07,Reduce 31.41%
PM,Philip Morris Intl.,3.86,2913693,527116000.0,180.91,Reduce 43.02%
NFLX,Netflix Inc.,3.66,6990345,499111000.0,71.4,Buy
GEV,Ge Vernova Inc,3.53,409835,481499000.0,1174.86,Buy
APP,Applovin Corp.,2.63,696568,358893000.0,515.23,Buy
TJX,TJX Companies Inc.,2.52,2272592,344298000.0,151.5,Buy
NXT,Nextracker Inc Cl A,2.49,2856092,340275000.0,119.14,Buy
VEEV,Veeva Systems Inc.,1.06,816785,144955000.0,177.47,Buy
YUM,Yum! Brands Inc.,0.65,556107,88899000.0,159.86,Buy
MSCI,MSCI Inc.,0.22,53580,30007000.0,560.04,Reduce 17.30%
MEDP,Medpace Holdings Inc.,0.2,52372,27736000.0,529.6,Reduce 16.43%
NTNX,Nutanix Inc.,0.2,538281,27431000.0,50.96,Reduce 6.77%
BMI,Badger Meter Inc.,0.19,174627,25911000.0,148.38,Add 22.55%
CLX,Clorox Co.,0.19,271318,25895000.0,95.44,Add 5.48%
ROL,Rollins Inc.,0.19,619935,25876000.0,41.74,
MANH,Manhattan Associates,0.18,172977,24087000.0,139.25,Add 43.09%
NSSC,Napco Security Technologies Inc.,0.17,606974,23053000.0,37.98,Add 58.23%
FICO,Fair Isaac Corp.,0.16,17953,21450000.0,1194.79,Buy
SABR,Sabre Corp.,0.14,9013783,18839000.0,2.09,
IDCC,InterDigital Inc.,0.13,60324,17080000.0,283.14,Buy
ORLY,O'Reilly Automotive,0.11,162691,14982000.0,92.09,Buy
ADMA,ADMA Biologics Inc.,0.1,1649493,13806000.0,8.37,
DOCS,Doximity Inc.,0.1,653324,13550000.0,20.74,Reduce 5.56%
VRSN,Verisign Inc.,0.1,55713,14015000.0,251.56,Reduce 50.90%
VRT,Vertiv Holdings Co.,0.1,41893,14027000.0,334.83,Reduce 54.09%
PAYC,Paycom Software Inc.,0.09,100763,12664000.0,125.68,Reduce 54.09%
