ticker,issuer,portfolio_pct,shares,value,reported_price,activity
NVDA,NVIDIA Corp.,5.52,3056784,611632000.0,200.09,Reduce 3.72%
AMD,Advanced Micro Devices,5.12,976326,567158000.0,580.91,Add 44.30%
ALAB,Astera Labs Inc,4.65,1067215,515486000.0,483.02,Add 11.71%
INTC,Intel Corp.,4.62,3668855,512282000.0,139.63,Add 22.48%
GOOG,Alphabet Inc. CL C,4.6,1442118,509544000.0,353.33,Add 65.25%
AMZN,Amazon.com Inc.,4.35,2020894,481660000.0,238.34,Reduce 12.82%
NU,Nu Holdings Ltd,4.29,35552101,474976000.0,13.36,Add 58.40%
META,Meta Platforms Inc.,3.88,764041,430377000.0,563.29,Buy
GFL,Gfl Environmental Inc Sub Vt,3.39,10202931,375279000.0,36.78,Add 165.03%
NTRA,Natera Inc.,3.32,1356663,368266000.0,271.45,Add 15.79%
TSM,Taiwan Semiconductor S.A.,3.07,711757,339914000.0,477.57,Reduce 42.48%
DKS,Dick's Sporting Goods Inc.,3.02,1473873,334289000.0,226.81,Add 41.05%
MSFT,Microsoft Corp.,2.8,832377,310493000.0,373.02,Add 14.71%
RTX,RTX Corp.,2.65,1550533,294183000.0,189.73,Add 13.60%
COF,Capital One Financial,2.51,1384692,277797000.0,200.62,Add 10.91%
RGEN,Repligen Corp.,2.44,1984554,270773000.0,136.44,Add 30.67%
PM,Philip Morris Intl.,2.38,1457059,263597000.0,180.91,Add 156.86%
V,Visa Inc.,2.33,752252,258090000.0,343.09,Reduce 6.78%
BSX,Boston Scientific,2.29,5937553,253415000.0,42.68,Add 41.54%
MNST,Monster Beverage Corp.,2.28,5260520,252821000.0,48.06,Add 6.71%
DPC,Dpc Holdings Plc,2.27,5126868,251524000.0,49.06,Buy
SNOW,Snowflake Inc.,2.25,977710,248827000.0,254.5,Buy
INSM,Insmed Inc.,2.07,2150762,229314000.0,106.62,Buy
SHW,Sherwin-Williams,1.79,575013,197988000.0,344.32,Add 46.75%
CPT,Camden Property Trust,1.76,1707280,195466000.0,114.49,Reduce 8.60%
VMC,Vulcan Materials,1.7,637264,187999000.0,295.01,Buy
CVNA,Carvana Co.,1.57,2638673,173677000.0,65.82,Add 25.57%
SWX,Southwest Gas Holdings Inc.,1.51,1889558,167566000.0,88.68,Reduce 11.16%
KO,Coca Cola Co.,1.47,2006974,163107000.0,81.27,Add 56.23%
PFGC,Performance Food Group,1.27,1261179,140987000.0,111.79,Buy
