ticker,issuer,portfolio_pct,shares,value,reported_price,activity
GOOGL,Alphabet Inc.,7.03,581637,182052000.0,313.0,Reduce 5.17%
C,Citigroup Inc.,5.82,1291794,150739000.0,116.69,Reduce 1.42%
AMZN,Amazon.com Inc.,5.01,562559,129850000.0,230.82,Add 0.10%
RPRX,Royalty Pharma plc,4.97,3333675,128813000.0,38.64,Add 6.92%
QXO,Qxo Inc,4.82,6468854,124784000.0,19.29,Reduce 1.04%
UNH,United Health Group Inc.,4.69,368293,121577000.0,330.11,Reduce 0.83%
NVDA,NVIDIA Corp.,4.6,638814,119139000.0,186.5,Add 0.97%
NCLH,Norwegian Cruise Line Hlgs Ltd.,4.57,5308128,118477000.0,22.32,Add 16.28%
BIIB,Biogen Inc.,3.92,576352,101432000.0,175.99,Add 45.31%
CVS,CVS Health Corp.,3.77,1231416,97725000.0,79.36,Reduce 0.68%
META,Meta Platforms Inc.,3.65,143094,94455000.0,660.09,Reduce 0.63%
IAC,IAC Inc.,3.58,2374050,92825000.0,39.1,Add 12.61%
ET,Energy Transfer LP,3.36,5272875,86950000.0,16.49,Add 7.87%
PGEN,Precigen Inc.,3.01,18673466,78055000.0,4.18,Reduce 29.43%
ILMN,Illumina Inc.,2.91,575768,75518000.0,131.16,Reduce 0.96%
UAL,United Airlines Holdings Inc.,2.82,654121,73144000.0,111.82,Reduce 1.86%
SDRL,Seadrill Ltd,2.74,2053797,71061000.0,34.6,Reduce 7.90%
CROX,Crocs Inc.,2.5,758797,64892000.0,85.52,Add 28.87%
GM,General Motors,2.42,771647,62750000.0,81.32,Reduce 17.96%
FBTC,Fidelity Wise Origin Bitcoin,2.3,781695,59589000.0,76.23,Add 26.13%
OMF,OneMain Holdings,2.15,824942,55725000.0,67.55,Reduce 11.95%
MAT,Mattel Inc.,2.14,2794343,55440000.0,19.84,Add 33.11%
UBS,UBS AG,2.12,1187326,54985000.0,46.31,Reduce 20.89%
CHYM,Chime Financial Inc Cl A,1.98,2035112,51224000.0,25.17,Buy
EXPE,Expedia Group Inc.,1.93,176282,49942000.0,283.31,Reduce 30.45%
DAL,Delta Air Lines Inc.,1.82,680405,47220000.0,69.4,Reduce 21.00%
COIN,Coinbase Global Inc.,1.56,178923,40462000.0,226.14,Add 4.18%
NE,Noble Corp.,1.4,1281155,36180000.0,28.24,Add 18.51%
SOFI,SoFi Technologies Inc.,1.21,1198484,31376000.0,26.18,Reduce 46.83%
PLAY,Dave & Buster's Ent. Inc.,1.04,1663341,26963000.0,16.21,Reduce 22.17%
JD,JD.com Inc.,0.93,840985,24136000.0,28.7,Reduce 0.23%
TEM,Tempus Ai Inc,0.87,382128,22565000.0,59.05,Reduce 1.48%
FISV,Fiserv Inc.,0.67,259161,17408000.0,67.17,Buy
BABA,Alibaba Group Holdings,0.57,100114,14675000.0,146.58,Reduce 79.56%
PTON,Peloton Interactive Inc.,0.45,1880356,11583000.0,6.16,Reduce 25.79%
JPM,JPMorgan Chase & Co.,0.37,29379,9467000.0,322.24,
YOU,Clear Secure Inc.,0.17,125000,4385000.0,35.08,
APA,APA Corp.,0.05,50000,1223000.0,24.46,
LEN.B,Lennar Corp. CL B,0.05,12500,1189000.0,95.12,
SPY,SPDR S&P 500 ETF Trust,0.03,1075,733000.0,681.86,Add 155.34%
