ticker,issuer,portfolio_pct,shares,value,reported_price,activity
AVGO,Broadcom Inc.,8.62,4604301,1593549000.0,346.1,Reduce 2.03%
GOOGL,Alphabet Inc.,7.13,4215234,1319368000.0,313.0,Add 0.76%
SPGI,S&P Global Inc.,4.96,1755624,917472000.0,522.59,Add 0.76%
TSM,Taiwan Semiconductor S.A.,4.65,2829278,859789000.0,303.89,Add 0.76%
IBKR,Interactive Brokers Group Inc.,4.44,12759904,820589000.0,64.31,Add 0.76%
AMAT,Applied Materials,4.13,2973661,764201000.0,256.99,Add 0.76%
CBRE,CBRE Group,3.88,4460586,717217000.0,160.79,Add 0.76%
V,Visa Inc.,3.7,1949488,683705000.0,350.71,Add 0.76%
MSFT,Microsoft Corp.,3.3,1262019,610337000.0,483.62,Add 0.76%
ADI,Analog Devices,3.18,2168792,588176000.0,271.2,Add 0.76%
BLK,BlackRock Inc.,2.98,514252,550425000.0,1070.34,Add 0.75%
ICE,Intercontinental Exchange Inc.,2.92,3337982,540619000.0,161.96,Add 0.76%
TMO,Thermo Fisher Scientific,2.74,873322,506046000.0,579.45,Add 0.76%
FLUT,Flutter Entertainment Plc,2.63,2264025,486856000.0,215.04,Add 0.75%
FERG,Ferguson Enterprises Inc.,2.39,1984854,441888000.0,222.63,Add 0.76%
AON,Aon Plc,2.37,1243018,438636000.0,352.88,Add 0.75%
IQV,IQVIA Holdings Inc.,2.37,1941144,437553000.0,225.41,Add 0.74%
CME,CME Group,2.32,1573017,429559000.0,273.08,Add 0.76%
A,Agilent Technologies,2.29,3115638,423945000.0,136.07,Add 0.76%
UBER,Uber Technologies Inc.,2.27,5140663,420044000.0,81.71,Add 0.76%
ADBE,Adobe Inc.,2.19,1157237,405021000.0,349.99,Add 15.69%
LYV,Live Nation Inc.,2.16,2797205,398602000.0,142.5,Add 0.77%
EFX,Equifax Inc.,2.02,1723998,374073000.0,216.98,Add 0.76%
FAST,Fastenal,2.01,9266888,371880000.0,40.13,Add 0.76%
SSNC,SS&C Technologies Holdings Inc.,2.01,4258493,372278000.0,87.42,Add 0.76%
TCOM,Trip.com Group Ltd,1.82,4669778,335803000.0,71.91,Add 1.38%
TME,Tencent Music Entertainment Grp,1.77,18708502,327960000.0,17.53,Add 1.39%
AMT,American Tower Corp.,1.74,1830525,321385000.0,175.57,Add 0.81%
CP,Canadian Pacific Kansas City,1.68,4207858,309825000.0,73.63,Add 0.81%
YUM,Yum! Brands Inc.,1.68,2055883,311014000.0,151.28,Add 0.77%
TW,Tradeweb Markets Inc.,1.56,2688245,289094000.0,107.54,Add 38.98%
MCO,Moody's Corp.,1.23,445400,227533000.0,510.85,Add 0.77%
ALC,Alcon Inc.,1.21,2845121,224224000.0,78.81,Add 0.77%
ENTG,Entegris Inc.,1.12,2459153,207184000.0,84.25,Add 0.80%
FWONK,Liberty Media Corp Formula One Series C,0.91,1706899,168146000.0,98.51,Add 46.37%
ORCL,Oracle Corp.,0.91,860677,167755000.0,194.91,Add 0.75%
LPLA,LPL Financial Holdings Inc.,0.71,369068,131820000.0,357.17,Buy
