ticker,issuer,portfolio_pct,shares,value,reported_price,activity
AXTA,Axalta Coating Systems Ltd.,18.63,1024000,33085000.0,32.31,Add 34.03%
KEX,Kirby Corp.,13.83,223000,24570000.0,110.18,Buy
FLS,Flowserve Corp.,12.26,314000,21785000.0,69.38,Buy
APTV,Aptiv PLC,11.82,275971,20999000.0,76.09,Reduce 9.66%
OSK,Oshkosh Corp.,10.93,154600,19422000.0,125.63,Add 3.69%
WFRD,Weatherford International plc,10.13,229988,17999000.0,78.26,Reduce 36.21%
ASH,Ashland Global Holdings Inc.,7.03,212977,12495000.0,58.67,Reduce 24.96%
DCH,Dauch Corp.,6.8,1883000,12070000.0,6.41,Buy
ABM,ABM Industries,4.76,200000,8460000.0,42.3,Buy
NOMD,Nomad Foods Ltd,3.79,538772,6740000.0,12.51,Reduce 25.38%
