ticker,issuer,portfolio_pct,shares,value,reported_price,activity
FLUT,Flutter Entertainment Plc,10.2,3109426,669888000.0,215.44,Reduce 0.34%
ALC,Alcon Inc.,9.28,7686700,609351000.0,79.27,Reduce 3.61%
V,Visa Inc.,7.68,1437967,504309000.0,350.71,Reduce 9.27%
MSFT,Microsoft Corp.,7.52,1020715,493638000.0,483.62,Reduce 4.52%
AMZN,Amazon.com Inc.,6.11,1737603,401074000.0,230.82,Reduce 3.90%
MCO,Moody's Corp.,5.73,736568,376276000.0,510.85,Reduce 3.99%
RACE,Ferrari NV,5.35,944867,351539000.0,372.05,Add 49.28%
GE,GE Aerospace,5.2,1109389,341725000.0,308.03,Reduce 16.01%
ADI,Analog Devices,5.15,1248009,338460000.0,271.2,Add 2.03%
ICE,Intercontinental Exchange Inc.,5.14,2084185,337555000.0,161.96,Add 0.01%
WAT,Waters Corp.,4.36,753455,286185000.0,379.83,Reduce 6.63%
MRSH,Marsh,4.19,1484860,275471000.0,185.52,Reduce 17.50%
CSCO,Cisco Systems,3.65,3113706,239849000.0,77.03,Buy
CPRT,Copart Inc.,3.58,6010134,235297000.0,39.15,Add 8.74%
BKNG,Booking Holdings Inc.,3.49,42801,229213000.0,5355.32,Reduce 33.76%
CP,Canadian Pacific Kansas City,3.32,2957361,217750000.0,73.63,Add 269.87%
FICO,Fair Isaac Corp.,2.9,112785,190677000.0,1690.62,Reduce 8.78%
EFX,Equifax Inc.,2.53,765955,166197000.0,216.98,Reduce 18.37%
INTU,Intuit Inc.,2.41,238876,158236000.0,662.42,Reduce 64.58%
CRM,Salesforce.com,1.26,312608,82813000.0,264.91,Reduce 4.15%
MA,Mastercard Inc.,0.87,100109,57150000.0,570.88,Buy
LIN,Linde plc,0.09,13476,5746000.0,426.39,Reduce 82.96%
