ticker,issuer,portfolio_pct,shares,value,reported_price,activity
COF,Capital One Financial,9.38,8614766,2087878000.0,242.36,Add 2.80%
USB,U.S. Bancorp,5.29,22041759,1176148000.0,53.36,Add 13.43%
META,Meta Platforms Inc.,5.2,1752974,1157131000.0,660.1,Add 2.18%
AMAT,Applied Materials,4.85,4201298,1079696000.0,256.99,Reduce 24.36%
CVS,CVS Health Corp.,4.55,12760511,1012675000.0,79.36,Add 11.90%
MGM,MGM Resorts International,4.4,26820202,978669000.0,36.49,Add 11.97%
GOOGL,Alphabet Inc.,4.39,3118760,976175000.0,313.0,Add 12.57%
VTRS,Viatris Inc.,4.37,78177984,973316000.0,12.45,Add 12.74%
MKL,Markel Group Inc.,4.01,415160,892496000.0,2149.76,Add 11.15%
CTRA,Coterra Energy Inc.,3.85,32537508,856387000.0,26.32,Add 63.64%
AMZN,Amazon.com Inc.,3.56,3429262,791545000.0,230.82,Add 9.28%
WFC,Wells Fargo,3.46,8258031,769649000.0,93.2,Add 6.06%
TSN,Tyson Foods,3.38,12827540,751951000.0,58.62,Add 28.76%
BRK.A,Berkshire Hathaway CL A,3.2,943,711776000.0,754799.58,Reduce 5.51%
TECK,Teck Resources,2.59,12019609,575620000.0,47.89,Add 9.03%
SOLV,Solventum Corp,2.22,6220072,492880000.0,79.24,Add 12.73%
TXN,Texas Instruments,2.22,2853227,495009000.0,173.49,Add 23.12%
UNH,United Health Group Inc.,1.89,1273400,420369000.0,330.12,Add 11.77%
BRK.B,Berkshire Hathaway CL B,1.67,739875,371908000.0,502.66,Add 38.57%
CB,Chubb Limited,1.66,1186647,370380000.0,312.12,Add 10.86%
TCOM,Trip.com Group Ltd,1.63,5053389,363389000.0,71.91,Add 2.27%
PINS,Pinterest Inc.,1.37,11801983,305554000.0,25.89,Add 49.54%
DGX,Quest Diagnostics,1.24,1589883,275895000.0,173.53,Add 16.76%
QSR,Restaurant Brands International,1.23,4020791,274340000.0,68.23,Add 13.51%
OC,Owens Corning,1.03,2046583,229035000.0,111.91,Add 15.15%
GOOG,Alphabet Inc. CL C,1.0,710963,223102000.0,313.8,Add 10.05%
AGCO,AGCO Corp.,0.96,2048835,213736000.0,104.32,Add 13.01%
CI,Cigna Group,0.93,752852,207212000.0,275.24,Add 14.71%
YMM,Full Truck Alliance  Spn ADR,0.85,17537524,188178000.0,10.73,Add 17.06%
JPM,JPMorgan Chase & Co.,0.83,571586,184176000.0,322.22,Reduce 4.04%
DUSA,Davis Select Us Equity ETF,0.78,3384566,173053000.0,51.13,Add 0.04%
JBS,Jbs Nv A,0.77,11854741,170945000.0,14.42,Buy
COP,ConocoPhillips,0.76,1797887,168301000.0,93.61,Add 12.42%
APP,Applovin Corp.,0.75,247981,167098000.0,673.83,Add 10.92%
FITB,Fifth Third Bancorp,0.58,2744310,128461000.0,46.81,Add 2.83%
DINT,Davis Select International,0.5,3892451,110935000.0,28.5,Add 0.06%
