ticker,issuer,portfolio_pct,shares,value,reported_price,activity
VST,Vistra Corp.,7.42,6187585,930180000.0,150.33,Add 18.72%
ASML,ASML Holding NV,6.9,655148,865339000.0,1320.83,Add 8.29%
CRS,Carpenter Technology,5.71,1817940,716541000.0,394.15,Add 38.46%
LPLA,LPL Financial Holdings Inc.,4.92,2049967,616692000.0,300.83,Reduce 1.20%
APP,Applovin Corp.,4.65,1464923,583039000.0,398.0,Add 87.68%
TLN,Talen Energy Corp,4.63,1817947,580343000.0,319.23,Add 40.65%
TER,Teradyne Inc.,4.43,1872876,555233000.0,296.46,Buy
CVNA,Carvana Co.,4.4,8773545,551645000.0,62.88,Reduce 1.38%
NU,Nu Holdings Ltd,4.35,38011225,546221000.0,14.37,Add 28.29%
MDLN,Medline Inc Cl A,4.18,11789156,524617000.0,44.5,Add 0.62%
GLW,Corning Inc.,4.03,3718147,505556000.0,135.97,Buy
CLH,Clean Harbors Inc.,4.01,1754950,503197000.0,286.73,Add 27.34%
MTZ,MasTec Inc.,3.93,1531050,492600000.0,321.74,Buy
TSM,Taiwan Semiconductor S.A.,3.74,1389530,469592000.0,337.95,Reduce 54.48%
BN,Brookfield Corp.,3.62,11208969,453627000.0,40.47,Reduce 29.61%
THC,Tenet Healthcare Corp.,3.4,2258717,426242000.0,188.71,Add 26.37%
COF,Capital One Financial,3.3,2267056,413579000.0,182.43,Reduce 1.21%
ENTG,Entegris Inc.,2.91,3115054,365209000.0,117.24,Add 1.99%
USFD,US Foods Holding Corp.,2.79,3795998,350029000.0,92.21,Buy
PFGC,Performance Food Group,2.72,3978158,340769000.0,85.66,Buy
MCK,McKesson Corp.,2.71,392224,339415000.0,865.36,Buy
CIEN,Ciena Corp.,2.51,809522,314281000.0,388.23,Buy
WULF,Terawulf Inc,2.29,19921430,287466000.0,14.43,Buy
HUT,Hut 8 Corp,2.27,6078951,285164000.0,46.91,Buy
AGX,Argan Inc.,1.71,393134,214120000.0,544.65,Buy
GOOGL,Alphabet Inc.,0.43,187561,53935000.0,287.56,Buy
TDG,TransDigm Group Inc.,0.33,35677,41348000.0,1158.95,Add 85.55%
VMC,Vulcan Materials,0.31,144179,39260000.0,272.3,Reduce 91.44%
SPOT,Spotify Technology S.A.,0.27,68844,33383000.0,484.91,Add 287.59%
MA,Mastercard Inc.,0.23,57201,28581000.0,499.66,Reduce 40.62%
APH,Amphenol Corp.,0.22,223084,28187000.0,126.35,Reduce 92.06%
HLT,Hilton Worldwide Holdings,0.22,89249,27139000.0,304.08,Add 54.36%
V,Visa Inc.,0.22,92775,28040000.0,302.24,Add 509.68%
KKR,KKR & Co. L.P.,0.13,179308,16586000.0,92.5,Reduce 96.41%
BKNG,Booking Holdings Inc.,0.08,60125,10126000.0,168.42,Reduce 48.06%
BSX,Boston Scientific,0.05,104655,6567000.0,62.75,Reduce 48.11%
