ticker,issuer,portfolio_pct,shares,value,reported_price,activity
MSFT,Microsoft Corp.,5.24,172878,64487000.0,373.02,Add 0.89%
MAVF,Matrix Advisors Value ETF,4.41,400490,54219000.0,135.38,Reduce 2.40%
GOOG,Alphabet Inc. CL C,3.9,135829,47992000.0,353.33,Reduce 5.59%
PNC,PNC Financial Services,3.78,188868,46503000.0,246.22,Reduce 1.32%
QCOM,QUALCOMM Inc.,3.66,243892,45069000.0,184.79,Reduce 15.09%
AAPL,Apple Inc.,3.58,152173,44033000.0,289.36,Reduce 0.72%
JPM,JPMorgan Chase & Co.,3.54,132893,43500000.0,327.33,Reduce 1.22%
MS,Morgan Stanley,3.54,208042,43489000.0,209.04,Reduce 12.61%
USB,U.S. Bancorp,3.45,701703,42383000.0,60.4,Reduce 1.05%
AMGN,Amgen,3.03,102817,37232000.0,362.12,Add 3.01%
PEP,PepsiCo Inc.,2.95,268055,36295000.0,135.4,Add 11.10%
AMAT,Applied Materials,2.82,48044,34736000.0,723.0,Reduce 17.92%
MDT,Medtronic plc,2.76,433672,33926000.0,78.23,Add 15.43%
AMZN,Amazon.com Inc.,2.59,133816,31894000.0,238.34,Reduce 1.22%
GNRC,Generac Holdings Inc.,2.55,107043,31343000.0,292.81,Reduce 5.16%
TXN,Texas Instruments,2.38,98361,29319000.0,298.08,Reduce 28.86%
TSN,Tyson Foods,2.3,495030,28340000.0,57.25,Add 31.95%
BNY,Bank of New York Mellon Corp.,2.06,174849,25285000.0,144.61,Reduce 28.49%
CMCSA,Comcast Corp.,1.98,991213,24334000.0,24.55,Add 9.65%
HD,Home Depot,1.85,64544,22763000.0,352.67,Add 25.03%
SBUX,Starbucks Corp.,1.83,220391,22522000.0,102.19,Reduce 0.98%
GS,Goldman Sachs Group,1.82,22185,22437000.0,1011.36,Reduce 12.52%
VOO,Vanguard S&P 500 ETF,1.77,31620,21717000.0,686.81,Add 3.83%
PG,Procter & Gamble,1.75,146510,21484000.0,146.64,Add 187.78%
META,Meta Platforms Inc.,1.73,37665,21216000.0,563.28,Add 14.35%
AEP,American Electric Power,1.72,154488,21136000.0,136.81,Add 3.84%
NEE,NextEra Energy Inc.,1.69,237489,20844000.0,87.77,Reduce 10.28%
VEA,Vanguard FTSE Developed ETF,1.63,280863,20011000.0,71.25,Add 7.65%
MTB,M&T Bank Corp.,1.52,78790,18753000.0,238.01,Add 0.02%
WFC,Wells Fargo,1.46,218006,18016000.0,82.64,Add 0.70%
LOW,Lowe's Cos.,1.43,79680,17569000.0,220.49,Add 22.45%
VYM,Vanguard High Dvd Yield ETF,1.42,110817,17512000.0,158.03,Add 6.43%
