ticker,issuer,portfolio_pct,shares,value,reported_price,activity
BRK.B,Berkshire Hathaway CL B,21.35,14689844,7350651000.0,500.39,Reduce 13.83%
CAT,Caterpillar Inc.,19.65,6353614,6765964000.0,1064.9,
CNI,Canadian Natl Railway Co.,17.95,51826786,6179826000.0,119.24,
WM,Waste Management Inc.,17.3,26720744,5955519000.0,222.88,Reduce 3.33%
DE,Deere & Co.,6.56,3557378,2256552000.0,634.33,
ECL,Ecolab Inc.,4.22,5218044,1453799000.0,278.61,
WMT,Walmart Inc.,2.76,8390477,950305000.0,113.26,
FDX,FedEx Corp.,2.17,2384362,746615000.0,313.13,
KOF,Coca-Cola FEMSA S A CV,1.92,6214719,660314000.0,106.25,
HD,Home Depot,1.02,1000000,352680000.0,352.68,Buy
WCN,Waste Connections,0.99,2039175,339910000.0,166.69,
MSGS,Madison Square Garden Sports Corp.,0.69,592406,238052000.0,401.84,
FDXF,FedEx Freight Holding Co.,0.52,1192181,180019000.0,151.0,Buy
CPNG,Coupang Inc.,0.47,9248045,160639000.0,17.37,
WST,West Pharmaceutical Services,0.46,444500,159576000.0,359.0,
BUD,Anheuser-Busch InBev,0.41,1703000,140327000.0,82.4,
PCAR,PACCAR Inc.,0.35,1000000,120120000.0,120.12,
SDGR,SCHRODINGER Inc.,0.33,6981664,113452000.0,16.25,
MCD,McDonald's Corp.,0.26,334900,90527000.0,270.31,
DHR,Danaher Corp.,0.21,373000,71049000.0,190.48,
KHC,Kraft Heinz Co.,0.17,2472600,58403000.0,23.62,
HRL,Hormel Foods Corp.,0.15,2085290,51757000.0,24.82,
ONON,On Holding AG,0.05,500000,17710000.0,35.42,
VLTO,Veralto Corp.,0.03,124333,11026000.0,88.68,
