ticker,issuer,portfolio_pct,shares,value,reported_price,activity
BRK.B,Berkshire Hathaway CL B,27.59,19406764,9754810000.0,502.65,Reduce 10.84%
WM,Waste Management Inc.,17.98,28934344,6357165000.0,219.71,
CNI,Canadian Natl Railway Co.,14.49,51826786,5123078000.0,98.85,
MSFT,Microsoft Corp.,10.52,7691207,3719622000.0,483.62,Reduce 16.32%
CAT,Caterpillar Inc.,10.29,6353614,3639795000.0,572.87,
DE,Deere & Co.,4.68,3557378,1656208000.0,465.57,
ECL,Ecolab Inc.,3.87,5218044,1369841000.0,262.52,
WMT,Walmart Inc.,2.64,8390477,934783000.0,111.41,
FDX,FedEx Corp.,1.95,2384362,688747000.0,288.86,
KOF,Coca-Cola FEMSA S A CV,1.66,6214719,588596000.0,94.71,
WCN,Waste Connections,1.01,2039175,357590000.0,175.36,
CPNG,Coupang Inc.,0.62,9248045,218161000.0,23.59,
MSGS,Madison Square Garden Sports Corp.,0.43,592406,153226000.0,258.65,
SDGR,SCHRODINGER Inc.,0.35,6981664,124832000.0,17.88,
WST,West Pharmaceutical Services,0.35,444500,122300000.0,275.14,
BUD,Anheuser-Busch InBev,0.31,1703000,109060000.0,64.04,
PCAR,PACCAR Inc.,0.31,1000000,109510000.0,109.51,
MCD,McDonald's Corp.,0.29,334900,102355000.0,305.63,
DHR,Danaher Corp.,0.24,373000,85387000.0,228.92,
KHC,Kraft Heinz Co.,0.17,2472600,59961000.0,24.25,
HRL,Hormel Foods Corp.,0.14,2085290,49421000.0,23.7,
ONON,On Holding AG,0.07,500000,23240000.0,46.48,
VLTO,Veralto Corp.,0.04,124333,12406000.0,99.78,
