ticker,issuer,portfolio_pct,shares,value,reported_price,activity
BRK.B,Berkshire Hathaway CL B,8.48,505984,254333000.0,502.65,Reduce 0.91%
META,Meta Platforms Inc.,6.9,313449,206905000.0,660.09,Add 0.53%
AME,Ametek Inc.,6.71,979458,201093000.0,205.31,Reduce 1.73%
GOOG,Alphabet Inc. CL C,6.69,639507,200677000.0,313.8,Add 0.20%
HEI.A,HEICO Corp. CL A,6.35,754532,190467000.0,252.43,Add 0.67%
SCHW,Charles Schwab Corp.,5.28,1585661,158423000.0,99.91,Add 0.63%
MEDP,Medpace Holdings Inc.,4.93,263320,147894000.0,561.65,Add 0.58%
V,Visa Inc.,4.77,407345,142860000.0,350.71,Add 0.45%
IBP,Installed Building Products,4.49,519236,134685000.0,259.39,Add 0.87%
PGR,Progressive Corp.,4.08,536832,122247000.0,227.72,Add 0.55%
FIVE,Five Below Inc.,4.01,637747,120126000.0,188.36,Add 0.10%
BKNG,Booking Holdings Inc.,3.83,21445,114845000.0,5355.33,Add 0.48%
GOOGL,Alphabet Inc.,3.77,361398,113118000.0,313.0,Add 0.63%
NVR,NVR Inc.,3.43,14112,102916000.0,7292.8,Add 0.26%
MKL,Markel Group Inc.,3.15,43978,94537000.0,2149.64,Add 0.34%
KNSL,Kinsale Capital Group Inc.,2.8,214264,83803000.0,391.12,Add 12.50%
KEYS,Keysight Technologies Inc.,2.26,334046,67875000.0,203.19,Add 0.04%
DIS,Walt Disney Co.,2.07,544419,61939000.0,113.77,Add 109.07%
BRO,Brown & Brown Inc.,2.05,772520,61570000.0,79.7,Add 139.73%
OZK,Bank OZK,1.94,1264042,58171000.0,46.02,Add 0.16%
RMD,ResMed Inc.,1.89,235388,56698000.0,240.87,Reduce 0.01%
ANET,Arista Networks Inc.,1.83,419158,54922000.0,131.03,Add 1.64%
ADI,Analog Devices,1.6,176747,47934000.0,271.2,Add 0.16%
BFAM,Bright Horizons Family Solutions Inc.,1.39,410196,41594000.0,101.4,Buy
LULU,Lululemon Athletica Inc.,1.0,144237,29974000.0,207.81,Add 0.16%
LFUS,Littelfuse Inc.,0.69,81585,20634000.0,252.91,Add 0.40%
JPM,JPMorgan Chase & Co.,0.56,51838,16703000.0,322.22,Add 2.23%
MA,Mastercard Inc.,0.55,28759,16418000.0,570.88,Add 3.73%
FND,Floor & Decor Holdings,0.48,235876,14362000.0,60.89,Reduce 0.12%
TWFG,Twfg Inc,0.32,331511,9538000.0,28.77,Add 10.39%
BLDR,Builders FirstSource Inc.,0.31,89984,9258000.0,102.88,Add 3.32%
BRK.A,Berkshire Hathaway CL A,0.28,11,8303000.0,754818.18,
FERG,Ferguson Enterprises Inc.,0.27,36374,8098000.0,222.63,Add 2.45%
TSM,Taiwan Semiconductor S.A.,0.16,16069,4837000.0,301.01,Add 96.85%
AAPL,Apple Inc.,0.15,16518,4491000.0,271.89,Reduce 2.12%
COF,Capital One Financial,0.07,8274,2005000.0,242.33,Reduce 0.01%
SPY,SPDR S&P 500 ETF Trust,0.06,2474,1687000.0,681.89,
YUMC,Yum China Holdings Inc.,0.06,36036,1720000.0,47.73,
GLD,SPDR Gold Trust,0.05,3876,1536000.0,396.28,
MTB,M&T Bank Corp.,0.05,7540,1519000.0,201.46,
BIRK,Birkenstock Holding Plc,0.04,27392,1120000.0,40.89,
CPRT,Copart Inc.,0.04,27484,1076000.0,39.15,
ITB,Ishares U.S. Home Constructi,0.04,11698,1127000.0,96.34,Add 1.19%
MSFT,Microsoft Corp.,0.03,1704,824000.0,483.57,Add 0.06%
ODFL,Old Dominion Freight Line,0.03,5255,824000.0,156.8,
DFH,Dream Finders Homes Inc   A,0.02,32202,551000.0,17.11,
NVO,Novo Nordisk A S,0.02,12400,631000.0,50.89,
SITE,SiteOne Landscape Supply Inc.,0.02,3753,467000.0,124.43,
COST,Costco Co.,0.01,240,207000.0,862.5,
ISRG,Intuitive Surgical Inc.,0.01,405,229000.0,565.43,Buy
