ticker,issuer,portfolio_pct,shares,value,reported_price,activity
GOOGL,Alphabet Inc.,13.38,10631402,3057166000.0,287.56,
NVDA,NVIDIA Corp.,9.17,12011752,2094850000.0,174.4,Add 9.08%
AMZN,Amazon.com Inc.,9.12,10000000,2082700000.0,208.27,Reduce 0.11%
TSM,Taiwan Semiconductor S.A.,8.23,5565074,1880717000.0,337.95,Add 49.38%
META,Meta Platforms Inc.,7.73,3086864,1766088000.0,572.13,Add 12.22%
SE,Sea Ltd,5.59,15415835,1276585000.0,82.81,
AVGO,Broadcom Inc.,4.86,3584814,1109536000.0,309.51,Add 24.66%
MSFT,Microsoft Corp.,4.05,2500000,925425000.0,370.17,Reduce 54.36%
GEV,Ge Vernova Inc,3.72,972994,849326000.0,872.9,
LRCX,Lam Research,3.65,3900439,833368000.0,213.66,
SPOT,Spotify Technology S.A.,3.36,1580761,766527000.0,484.91,Add 25.31%
CPNG,Coupang Inc.,2.86,34595407,653161000.0,18.88,Add 31.71%
AMAT,Applied Materials,2.48,1656900,566312000.0,341.79,Add 85.09%
CPAY,Corpay Inc.,2.23,1752146,509857000.0,290.99,
APP,Applovin Corp.,1.74,1000000,398000000.0,398.0,Reduce 22.66%
TTWO,Take-Two Interactive Software,1.73,2000000,395000000.0,197.5,Reduce 65.75%
APO,Apollo Global Management,1.61,3293334,366943000.0,111.42,Reduce 46.96%
RDDT,Reddit Inc Cl A,1.47,2500000,336625000.0,134.65,Reduce 34.96%
Z,Zillow Group Inc.,1.33,7368957,304927000.0,41.38,Add 21.66%
XYZ,Block Inc.,1.05,4000000,240720000.0,60.18,Reduce 37.15%
NFLX,Netflix Inc.,1.03,2439000,234510000.0,96.15,
MELI,Mercadolibre Inc.,1.02,135006,233428000.0,1729.02,Buy
FWONK,Liberty Media Corp Formula One Series C,1.0,2682000,228024000.0,85.02,
ZS,Zscaler Inc.,0.97,1579766,221625000.0,140.29,
CHYM,Chime Financial Inc Cl A,0.91,11081780,207562000.0,18.73,Reduce 21.92%
NOW,ServiceNow Inc.,0.69,1500000,156825000.0,104.55,Reduce 29.47%
NU,Nu Holdings Ltd,0.69,11032555,158538000.0,14.37,
WLTH,Wealthfront Corp,0.61,15156877,140201000.0,9.25,
PCOR,Procore Technologies Inc.,0.58,2339500,133352000.0,57.0,
LITE,Lumentum Holdings Inc.,0.42,136800,96138000.0,702.76,Buy
UNH,United Health Group Inc.,0.42,350445,94827000.0,270.59,Reduce 16.60%
EQPT,Equipmentshare.com Inc A,0.41,4579646,93287000.0,20.37,Buy
SHW,Sherwin-Williams,0.36,257083,82408000.0,320.55,
INTC,Intel Corp.,0.32,1638700,72316000.0,44.13,Buy
CSGP,CoStar Group Inc.,0.26,1500000,60510000.0,40.34,Reduce 33.60%
RERE,AiHuiShou International Co. Ltd. ADS,0.2,9831218,46108000.0,4.69,
ZG,Zillow Group Inc. CL A,0.19,1023733,42372000.0,41.39,
BULL,Webull Corp,0.14,6724137,32276000.0,4.8,
PONY,Pony Ai Inc,0.12,2900000,27376000.0,9.44,
RVI,Robinhood Ventures Fund I,0.05,400000,10616000.0,26.54,Buy
UBER,Uber Technologies Inc.,0.05,151178,10874000.0,71.93,
JD,JD.com Inc.,0.04,344309,10181000.0,29.57,
PAYP,Paypay Corp,0.04,400000,8536000.0,21.34,Buy
FIGR,Figure Technology Solut Cl A,0.03,200000,6790000.0,33.95,
BLSH,Bullish,0.02,100000,3573000.0,35.73,
DASH,DoorDash Inc.,0.02,25337,3804000.0,150.14,
NTSK,Netskope Inc Cl A,0.02,500000,4245000.0,8.49,
XNDU,Xanadu Quantum Technolo Cl B,0.02,500000,3830000.0,7.66,Buy
ETOR,Etoro Group Ltd A,0.01,80000,2402000.0,30.03,
FIG,Figma Inc Cl A,0.01,60000,1268000.0,21.13,
KLAR,Klarna Group Plc,0.01,175000,2291000.0,13.09,
ARX,Accelerant Holdings Cl A,0.0,75000,1002000.0,13.36,
GEMI,Gemini Space Station Inc A,0.0,70000,309000.0,4.41,
MNTN,Mntn Inc A,0.0,20000,176000.0,8.8,
