ticker,issuer,portfolio_pct,shares,value,reported_price,activity
BABA,Alibaba Group Holdings,10.99,5137931,753118000.0,146.58,Reduce 20.34%
GOOG,Alphabet Inc. CL C,8.18,1786931,560739000.0,313.8,Add 28.79%
AMZN,Amazon.com Inc.,7.34,2179391,503047000.0,230.82,Reduce 12.82%
MU,Micron Technology Inc.,6.25,1500000,428115000.0,285.41,Add 200.00%
META,Meta Platforms Inc.,5.78,600000,396054000.0,660.09,Add 62.16%
TSM,Taiwan Semiconductor S.A.,5.01,1130000,343396000.0,303.89,Add 6.60%
NVDA,NVIDIA Corp.,4.63,1700000,317050000.0,186.5,Reduce 10.53%
WHR,Whirlpool Corp.,4.12,3910000,282067000.0,72.14,Reduce 28.91%
NRG,NRG Energy Inc.,3.81,1640000,261154000.0,159.24,Reduce 12.30%
MSFT,Microsoft Corp.,3.53,500000,241810000.0,483.62,Add 8.11%
AAL,American Airlines Group Inc.,3.17,14150000,216920000.0,15.33,Add 52.97%
PDD,Pinduoduo Inc.,2.94,1775000,201267000.0,113.39,Reduce 1.39%
QCOM,QUALCOMM Inc.,2.86,1145000,195852000.0,171.05,Reduce 8.03%
EWY,iShares MSCI South Korea ETF,2.66,1875000,182288000.0,97.22,Buy
KWEB,Kraneshares Csi China Intern,2.36,4750000,161738000.0,34.05,Reduce 35.81%
VST,Vistra Corp.,2.22,945000,152457000.0,161.33,Reduce 24.10%
UBER,Uber Technologies Inc.,2.21,1850000,151164000.0,81.71,Reduce 23.14%
GLW,Corning Inc.,2.01,1570200,137487000.0,87.56,Reduce 3.37%
DB,Deutsche Bank AG,1.77,3150000,121464000.0,38.56,Reduce 16.89%
JD,JD.com Inc.,1.74,4157046,119307000.0,28.7,Reduce 33.22%
OC,Owens Corning,1.55,950000,106315000.0,111.91,Add 488.24%
RTX,RTX Corp.,1.34,500000,91700000.0,183.4,Reduce 1.86%
LHX,L3Harris Technologies Inc.,1.26,295000,86603000.0,293.57,Reduce 1.67%
BIDU,Baidu Inc.,1.1,575000,75130000.0,130.66,Reduce 44.98%
MHK,Mohawk Industries,1.08,675000,73778000.0,109.3,Add 317.96%
LYFT,Lyft Inc.,1.07,3800000,73606000.0,19.37,Reduce 32.14%
LRCX,Lam Research,1.06,425000,72752000.0,171.18,Add 14.86%
AMD,Advanced Micro Devices,1.02,325000,69602000.0,214.16,Reduce 65.79%
ASML,ASML Holding NV,0.98,62500,66866000.0,1069.86,Reduce 2.34%
UNH,United Health Group Inc.,0.96,200000,66022000.0,330.11,Reduce 1.72%
BALL,Ball Corp.,0.93,1200000,63564000.0,52.97,Buy
IQV,IQVIA Holdings Inc.,0.92,280000,63115000.0,225.41,Reduce 1.75%
UAL,United Airlines Holdings Inc.,0.76,465000,51996000.0,111.82,Add 0.54%
FXI,Ishares China Large Cap ETF,0.61,1087500,41640000.0,38.29,Reduce 2.03%
ET,Energy Transfer LP,0.53,2191250,36134000.0,16.49,Reduce 55.80%
MPLX,MPLX LP,0.49,627500,33490000.0,53.37,Add 17.29%
DAL,Delta Air Lines Inc.,0.48,475000,32965000.0,69.4,Add 2.70%
GT,Goodyear Tire & Rubber,0.32,2500000,21900000.0,8.76,Reduce 51.36%
